t_sec,presence,proximity,gaze,sws
1784867345.8,1.00,0.00,0.00,40.0
1784867346.8,1.00,0.00,0.00,40.0
1784867347.8,1.00,0.00,0.00,40.0
1784867348.8,1.00,0.00,0.00,40.0
1784867349.8,1.00,0.00,0.00,40.0
1784867350.8,1.00,0.00,0.00,40.0
1784867351.8,1.00,0.00,0.00,40.0
1784867352.8,1.00,0.00,0.00,40.0
1784867353.8,1.00,0.00,0.00,40.0
1784867354.8,1.00,0.00,0.00,40.0
1784867355.8,1.00,0.00,0.00,40.0
1784867356.8,1.00,0.00,0.00,40.0
1784867357.8,1.00,0.00,0.00,40.0
1784867358.8,1.00,0.00,0.00,40.0
1784867359.8,1.00,0.00,0.00,40.0
1784867360.8,1.00,0.00,0.00,40.0
1784867361.8,1.00,0.00,0.00,40.0
1784867362.8,1.00,0.00,0.00,40.0
1784867363.8,1.00,0.00,0.00,40.0
1784867364.8,1.00,0.00,0.00,40.0
1784867365.8,1.00,0.00,0.00,40.0
1784867366.8,1.00,0.00,0.00,40.0
1784867367.8,1.00,0.00,0.00,40.0
1784867368.8,1.00,0.00,0.00,40.0
1784867369.8,1.00,0.00,0.00,40.0
1784867370.8,1.00,0.00,0.00,40.0
1784867371.8,1.00,0.00,0.00,40.0
1784867372.8,1.00,0.00,0.00,40.0
1784867373.8,1.00,0.00,0.00,40.0
1784867374.8,1.00,0.00,0.00,40.0
1784867375.8,1.00,0.00,0.00,40.0
1784867376.8,1.00,0.00,0.00,40.0
1784867377.8,1.00,0.00,0.00,40.0
1784867378.8,1.00,0.00,0.00,40.0
1784867379.8,1.00,0.00,0.00,40.0
1784867380.8,1.00,0.00,0.00,40.0
1784867381.8,1.00,0.00,0.00,40.0
1784867382.8,1.00,0.00,0.00,40.0
1784867383.8,1.00,0.00,0.00,40.0
1784867384.8,1.00,0.00,0.00,40.0
1784867385.8,1.00,0.00,0.00,40.0
1784867386.8,1.00,0.00,0.00,40.0
1784867387.8,1.00,0.00,0.00,40.0
1784867388.8,1.00,0.00,0.00,40.0
1784867389.8,1.00,0.00,0.00,40.0
1784867390.8,1.00,0.00,0.00,40.0
1784867391.8,1.00,0.00,0.00,40.0
1784867392.8,1.00,0.00,0.00,40.0
1784867393.8,1.00,0.00,0.00,40.0
1784867394.8,1.00,0.00,0.00,40.0
1784867395.8,1.00,0.00,0.00,40.0
1784867396.8,1.00,0.00,0.00,40.0
1784867397.8,1.00,0.00,0.00,40.0
1784867398.8,1.00,0.00,0.00,40.0
1784867399.8,1.00,0.00,0.00,40.0
1784867400.8,1.00,0.00,0.00,40.0
1784867401.8,1.00,0.00,0.00,40.0
1784867402.8,1.00,0.00,0.00,40.0
1784867403.8,1.00,0.00,0.00,40.0
1784867404.8,1.00,0.00,0.00,40.0
1784867405.8,1.00,0.00,0.00,40.0
1784867406.8,1.00,0.00,0.00,40.0
1784867407.8,1.00,0.00,0.00,40.0
1784867408.8,1.00,0.00,0.00,40.0
1784867409.8,1.00,0.00,0.00,40.0
1784867410.8,1.00,0.00,0.00,40.0
1784867411.8,1.00,0.00,0.00,40.0
1784867412.8,1.00,0.00,0.00,40.0
1784867413.8,1.00,0.00,0.00,40.0
1784867414.8,1.00,0.00,0.00,40.0
1784867415.8,1.00,0.00,0.00,40.0
1784867416.8,1.00,0.00,0.00,40.0
1784867417.8,1.00,0.00,0.00,40.0
1784867418.8,1.00,0.00,0.00,40.0
1784867419.8,1.00,0.00,0.00,40.0
1784867420.8,1.00,0.00,0.00,40.0
1784867421.8,1.00,0.00,0.06,41.8
1784867422.8,1.00,0.00,0.06,41.7
1784867423.8,1.00,0.00,0.05,41.4
1784867424.8,1.00,0.00,0.04,41.2
1784867425.8,1.00,0.00,0.03,41.0
1784867426.8,1.00,0.00,0.13,44.0
1784867427.8,1.00,0.00,0.24,47.3
1784867428.8,1.00,0.00,0.33,49.9
1784867429.8,1.00,0.00,0.37,50.8
1784867430.8,0.99,0.00,0.42,52.2
1784867431.8,0.98,0.00,0.42,51.6
1784867432.8,0.97,0.00,0.44,52.1
1784867433.8,0.97,0.00,0.48,53.1
1784867434.8,0.97,0.00,0.50,53.7
1784867435.8,0.97,0.00,0.53,54.7
1784867436.8,0.94,0.00,0.51,52.8
1784867437.8,0.92,0.00,0.51,52.1
1784867438.8,0.92,0.00,0.49,51.6
1784867439.8,0.92,0.00,0.46,50.9
1784867440.8,0.92,0.00,0.44,50.2
1784867441.8,0.92,0.00,0.42,49.6
1784867442.8,0.92,0.00,0.40,49.0
1784867443.8,0.92,0.00,0.39,48.5
1784867444.8,0.92,0.00,0.37,48.1
1784867445.8,0.92,0.00,0.36,47.6
1784867446.8,0.92,0.00,0.34,47.2
1784867447.8,0.92,0.00,0.37,47.9
1784867448.8,0.92,0.00,0.40,49.0
1784867449.8,0.92,0.00,0.44,50.1
1784867450.8,0.92,0.00,0.47,50.9
1784867451.8,0.92,0.00,0.45,50.4
1784867452.8,0.92,0.00,0.43,49.9
1784867453.8,0.92,0.00,0.43,49.8
1784867454.8,0.92,0.00,0.42,49.6
1784867455.8,0.92,0.00,0.42,49.6
1784867456.8,0.92,0.00,0.40,48.9
1784867457.8,0.92,0.00,0.37,47.9
1784867458.8,0.92,0.00,0.34,47.2
1784867459.8,0.93,0.00,0.35,47.7
1784867460.8,0.93,0.00,0.33,47.1
1784867461.8,0.95,0.00,0.31,47.3
1784867462.8,0.96,0.00,0.29,46.9
1784867463.8,0.96,0.00,0.27,46.4
1784867464.8,0.96,0.00,0.28,46.6
1784867465.8,0.96,0.00,0.28,46.6
1784867466.8,0.98,0.00,0.30,48.3
1784867467.8,1.00,0.00,0.28,48.4
1784867468.8,1.00,0.00,0.27,48.2
1784867469.8,1.00,0.00,0.29,48.8
1784867470.8,1.00,0.00,0.30,48.9
1784867471.8,1.00,0.00,0.30,48.9
1784867472.8,1.00,0.00,0.30,48.9
1784867473.8,1.00,0.00,0.30,48.9
1784867474.8,1.00,0.00,0.30,48.9
1784867475.8,1.00,0.00,0.30,48.9
1784867476.8,1.00,0.00,0.30,48.9
1784867477.8,1.00,0.00,0.27,48.1
1784867478.8,1.00,0.00,0.24,47.1
1784867479.8,1.00,0.00,0.20,46.1
1784867480.8,1.00,0.00,0.17,45.2
1784867481.8,1.00,0.00,0.18,45.4
1784867482.8,1.00,0.00,0.18,45.5
1784867483.8,1.00,0.00,0.20,45.9
1784867484.8,1.00,0.00,0.20,45.9
1784867485.8,1.00,0.00,0.20,46.1
1784867486.8,1.00,0.00,0.23,46.8
1784867487.8,1.00,0.00,0.23,46.8
1784867488.8,1.00,0.00,0.22,46.5
1784867489.8,1.00,0.00,0.18,45.5
1784867490.8,1.00,0.00,0.18,45.5
1784867491.8,1.00,0.00,0.19,45.6
1784867492.8,1.00,0.00,0.21,46.2
1784867493.8,1.00,0.00,0.22,46.5
1784867494.8,1.00,0.00,0.18,45.5
1784867495.8,1.00,0.00,0.15,44.5
1784867496.8,1.00,0.00,0.13,43.9
1784867497.8,1.00,0.00,0.13,43.9
1784867498.8,1.00,0.00,0.13,43.9
1784867499.8,1.00,0.00,0.11,43.3
1784867500.8,1.00,0.00,0.11,43.2
1784867501.8,1.00,0.00,0.11,43.2
1784867502.8,1.00,0.00,0.12,43.5
1784867503.8,1.00,0.00,0.14,44.3
1784867504.8,1.00,0.00,0.15,44.4
1784867505.8,1.00,0.00,0.18,45.4
1784867506.8,1.00,0.00,0.19,45.7
1784867507.8,1.00,0.00,0.19,45.7
1784867508.8,1.00,0.00,0.19,45.7
1784867509.8,1.00,0.00,0.19,45.7
1784867510.8,1.00,0.00,0.19,45.7
1784867511.8,1.00,0.00,0.18,45.5
1784867512.8,1.00,0.00,0.18,45.4
1784867513.8,1.00,0.00,0.17,45.0
1784867514.8,1.00,0.00,0.17,45.1
1784867515.8,1.00,0.00,0.16,44.9
1784867516.8,1.00,0.00,0.16,44.9
1784867517.8,1.00,0.00,0.20,46.0
1784867518.8,1.00,0.00,0.23,47.0
1784867519.8,1.00,0.00,0.27,48.0
1784867520.8,1.00,0.00,0.30,48.9
1784867521.8,1.00,0.00,0.33,49.8
1784867522.8,1.00,0.00,0.34,50.2
1784867523.8,1.00,0.00,0.35,50.4
1784867524.8,1.00,0.00,0.35,50.4
1784867525.8,1.00,0.00,0.35,50.4
1784867526.8,1.00,0.00,0.35,50.4
1784867527.8,1.00,0.00,0.35,50.4
1784867528.8,1.00,0.00,0.35,50.4
1784867529.8,1.00,0.00,0.35,50.4
1784867530.8,1.00,0.00,0.35,50.4
1784867531.8,1.00,0.00,0.35,50.4
1784867532.8,1.00,0.00,0.34,50.1
1784867533.8,1.00,0.00,0.31,49.3
1784867534.8,1.00,0.00,0.31,49.2
1784867535.8,1.00,0.00,0.27,48.1
1784867536.8,1.00,0.00,0.26,47.8
1784867537.8,1.00,0.00,0.26,47.8
1784867538.8,1.00,0.00,0.26,47.8
1784867539.8,1.00,0.00,0.28,48.4
1784867540.8,1.00,0.00,0.29,48.7
1784867541.8,1.00,0.00,0.29,48.7
1784867542.8,1.00,0.00,0.29,48.7
1784867543.8,1.00,0.00,0.29,48.6
1784867544.8,1.00,0.00,0.28,48.5
1784867545.8,1.00,0.00,0.28,48.4
1784867546.8,1.00,0.00,0.26,47.7
1784867547.8,1.00,0.00,0.22,46.7
1784867548.8,1.00,0.00,0.22,46.6
1784867549.8,1.00,0.00,0.21,46.4
1784867550.8,1.00,0.00,0.18,45.4
1784867551.8,1.00,0.00,0.15,44.4
1784867552.8,1.00,0.00,0.11,43.4
1784867553.8,1.00,0.00,0.08,42.5
1784867554.8,1.00,0.00,0.08,42.5
1784867555.8,1.00,0.00,0.08,42.5
1784867556.8,1.00,0.00,0.08,42.5
1784867557.8,1.00,0.00,0.08,42.5
1784867558.8,1.00,0.00,0.08,42.5
1784867559.8,1.00,0.00,0.08,42.5
1784867560.8,1.00,0.00,0.08,42.5
1784867561.8,1.00,0.00,0.08,42.5
1784867562.8,1.00,0.00,0.08,42.5
1784867563.8,1.00,0.00,0.08,42.5
1784867564.8,1.00,0.00,0.08,42.5
1784867565.8,1.00,0.00,0.08,42.5
1784867566.8,1.00,0.00,0.08,42.5
1784867567.8,1.00,0.00,0.08,42.5
1784867568.8,1.00,0.00,0.08,42.5
1784867569.8,1.00,0.00,0.07,42.0
1784867570.8,1.00,0.00,0.06,41.7
1784867571.8,1.00,0.00,0.06,41.7
1784867572.8,1.00,0.00,0.06,41.7
1784867573.8,1.00,0.00,0.06,41.7
1784867574.8,1.00,0.00,0.06,41.7
1784867575.8,1.00,0.00,0.06,41.7
1784867576.8,1.00,0.00,0.06,41.7
1784867577.8,1.00,0.00,0.06,41.7
1784867578.8,1.00,0.00,0.03,40.8
1784867579.8,1.00,0.00,0.00,40.0
1784867580.8,1.00,0.00,0.00,40.0
1784867581.8,1.00,0.00,0.00,40.0
1784867582.8,1.00,0.00,0.00,40.0
1784867583.8,1.00,0.00,0.00,40.0
1784867584.8,1.00,0.00,0.00,40.0
1784867585.8,1.00,0.00,0.00,40.0
1784867586.8,1.00,0.00,0.00,40.0
1784867587.8,1.00,0.00,0.00,40.0
1784867588.8,1.00,0.00,0.00,40.0
1784867589.8,1.00,0.00,0.00,40.0
1784867590.8,1.00,0.00,0.00,40.0
1784867591.8,1.00,0.00,0.00,40.0
1784867592.8,1.00,0.00,0.00,40.0
1784867593.8,1.00,0.00,0.00,40.0
1784867594.8,1.00,0.00,0.00,40.0
1784867595.8,1.00,0.00,0.00,40.0
1784867596.8,1.00,0.00,0.00,40.0
1784867597.8,1.00,0.00,0.00,40.0
1784867598.8,1.00,0.00,0.00,40.0
1784867599.8,1.00,0.00,0.00,40.0
1784867600.8,1.00,0.00,0.00,40.0
1784867601.8,1.00,0.00,0.00,40.0
1784867602.8,1.00,0.00,0.00,40.0
1784867603.8,1.00,0.00,0.00,40.0
1784867604.8,1.00,0.00,0.00,40.0
1784867605.8,1.00,0.00,0.00,40.0
1784867606.8,1.00,0.00,0.00,40.0
1784867607.8,1.00,0.00,0.00,40.0
1784867608.8,1.00,0.00,0.00,40.0
1784867609.8,1.00,0.00,0.00,40.0
1784867610.8,1.00,0.00,0.00,40.0
1784867611.8,1.00,0.00,0.00,40.0
1784867612.8,1.00,0.00,0.00,40.0
1784867613.8,1.00,0.00,0.00,40.0
1784867614.8,1.00,0.00,0.00,40.0
1784867615.8,1.00,0.00,0.00,40.0
1784867616.8,1.00,0.00,0.00,40.0
1784867617.8,1.00,0.00,0.00,40.0
1784867618.8,1.00,0.00,0.00,40.0
1784867619.8,1.00,0.00,0.00,40.0
1784867620.8,1.00,0.00,0.00,40.0
1784867621.8,1.00,0.00,0.00,40.0
1784867622.8,1.00,0.00,0.00,40.0
1784867623.8,1.00,0.00,0.00,40.0
1784867624.8,1.00,0.00,0.00,40.0
1784867625.8,1.00,0.00,0.01,40.4
1784867626.8,1.00,0.00,0.04,41.1
1784867627.8,1.00,0.00,0.07,42.1
1784867628.8,1.00,0.00,0.10,43.1
1784867629.8,1.00,0.00,0.14,44.1
1784867630.8,1.00,0.00,0.14,44.3
1784867631.8,1.00,0.00,0.14,44.3
1784867632.8,1.00,0.00,0.14,44.3
1784867633.8,1.00,0.00,0.16,44.8
1784867634.8,1.00,0.00,0.19,45.8
1784867635.8,1.00,0.00,0.23,46.8
1784867636.8,1.00,0.00,0.26,47.8
1784867637.8,1.00,0.00,0.27,48.1
1784867638.8,1.00,0.00,0.27,48.1
1784867639.8,1.00,0.00,0.27,48.1
1784867640.8,1.00,0.00,0.27,48.1
1784867641.8,1.00,0.00,0.27,48.1
1784867642.8,1.00,0.00,0.27,48.1
1784867643.8,1.00,0.00,0.27,48.2
1784867644.8,1.00,0.00,0.27,48.2
1784867645.8,1.00,0.00,0.27,48.2
1784867646.8,1.00,0.00,0.27,48.2
1784867647.8,1.00,0.00,0.27,48.2
1784867648.8,1.00,0.00,0.27,48.2
1784867649.8,1.00,0.00,0.27,48.2
1784867650.8,1.00,0.00,0.27,48.2
1784867651.8,1.00,0.00,0.28,48.3
1784867652.8,1.00,0.00,0.28,48.3
1784867653.8,1.00,0.00,0.28,48.3
1784867654.8,1.00,0.00,0.28,48.3
1784867655.8,1.00,0.00,0.26,47.9
1784867656.8,1.00,0.00,0.24,47.2
1784867657.8,1.00,0.00,0.21,46.2
1784867658.8,1.00,0.00,0.17,45.2
1784867659.8,1.00,0.00,0.14,44.1
1784867660.8,1.00,0.00,0.13,43.9
1784867661.8,1.00,0.00,0.13,43.9
1784867662.8,1.00,0.00,0.13,43.9
1784867663.8,1.00,0.00,0.11,43.4
1784867664.8,1.00,0.00,0.08,42.4
1784867665.8,1.00,0.00,0.04,41.3
1784867666.8,1.00,0.00,0.01,40.3
1784867667.8,1.00,0.00,0.00,40.0
1784867668.8,1.00,0.00,0.00,40.0
1784867669.8,1.00,0.00,0.00,40.0
1784867670.8,1.00,0.00,0.00,40.0
1784867671.8,1.00,0.00,0.00,40.0
1784867672.8,1.00,0.00,0.00,40.0
1784867673.8,1.00,0.00,0.00,40.0
1784867674.8,1.00,0.00,0.00,40.0
1784867675.8,1.00,0.00,0.00,40.0
1784867676.8,1.00,0.00,0.03,40.9
1784867677.8,1.00,0.00,0.06,41.9
1784867678.8,1.00,0.00,0.09,42.6
1784867679.8,1.00,0.00,0.09,42.6
1784867680.8,1.00,0.00,0.10,43.1
1784867681.8,1.00,0.00,0.14,44.1
1784867682.8,1.00,0.00,0.14,44.2
1784867683.8,1.00,0.00,0.14,44.2
1784867684.8,1.00,0.00,0.14,44.2
1784867685.8,1.00,0.00,0.14,44.2
1784867686.8,1.00,0.00,0.14,44.2
1784867687.8,1.00,0.00,0.14,44.2
1784867688.8,1.00,0.00,0.14,44.2
1784867689.8,1.00,0.00,0.14,44.2
1784867690.8,1.00,0.00,0.14,44.2
1784867691.8,1.00,0.00,0.14,44.2
1784867692.8,1.00,0.00,0.14,44.2
1784867693.8,1.00,0.00,0.14,44.2
1784867694.8,1.00,0.00,0.15,44.5
1784867695.8,1.00,0.00,0.18,45.5
1784867696.8,1.00,0.00,0.21,46.2
1784867697.8,1.00,0.00,0.24,47.1
1784867698.8,1.00,0.00,0.27,48.0
1784867699.8,1.00,0.00,0.27,48.1
1784867700.8,1.00,0.00,0.30,49.1
1784867701.8,1.00,0.00,0.34,50.1
1784867702.8,1.00,0.00,0.36,50.9
1784867703.8,1.00,0.00,0.37,51.2
1784867704.8,1.00,0.00,0.41,52.2
1784867705.8,1.00,0.00,0.44,53.2
1784867706.8,1.00,0.00,0.44,53.3
1784867707.8,1.00,0.00,0.44,53.3
1784867708.8,1.00,0.00,0.45,53.6
1784867709.8,1.00,0.00,0.49,54.6
1784867710.8,1.00,0.00,0.50,55.1
1784867711.8,1.00,0.00,0.50,55.1
1784867712.8,1.00,0.00,0.53,56.0
1784867713.8,1.00,0.00,0.55,56.4
1784867714.8,1.00,0.00,0.55,56.4
1784867715.8,1.00,0.00,0.55,56.4
1784867716.8,1.00,0.00,0.55,56.4
1784867717.8,1.00,0.00,0.55,56.4
1784867718.8,1.00,0.00,0.55,56.4
1784867719.8,1.00,0.00,0.55,56.4
1784867720.8,1.00,0.00,0.55,56.4
1784867721.8,1.00,0.00,0.55,56.4
1784867722.8,1.00,0.00,0.55,56.4
1784867723.8,1.00,0.00,0.55,56.4
1784867724.8,1.00,0.00,0.54,56.1
1784867725.8,1.00,0.00,0.50,55.1
1784867726.8,1.00,0.00,0.48,54.4
1784867727.8,1.00,0.00,0.45,53.5
1784867728.8,1.00,0.00,0.42,52.6
1784867729.8,1.00,0.00,0.42,52.5
1784867730.8,1.00,0.00,0.38,51.5
1784867731.8,1.00,0.00,0.35,50.5
1784867732.8,1.00,0.00,0.32,49.7
1784867733.8,1.00,0.00,0.31,49.4
1784867734.8,1.00,0.00,0.28,48.4
1784867735.8,1.00,0.00,0.25,47.4
1784867736.8,1.00,0.00,0.21,46.4
1784867737.8,1.00,0.00,0.21,46.4
1784867738.8,1.00,0.00,0.21,46.4
1784867739.8,1.00,0.00,0.21,46.4
1784867740.8,1.00,0.00,0.21,46.4
1784867741.8,1.00,0.00,0.21,46.4
1784867742.8,1.00,0.00,0.21,46.3
1784867743.8,1.00,0.00,0.20,45.9
1784867744.8,1.00,0.00,0.20,45.9
1784867745.8,1.00,0.00,0.20,45.9
1784867746.8,1.00,0.00,0.21,46.4
1784867747.8,1.00,0.00,0.25,47.4
1784867748.8,1.00,0.00,0.28,48.4
1784867749.8,1.00,0.00,0.31,49.4
1784867750.8,1.00,0.00,0.35,50.4
1784867751.8,1.00,0.00,0.38,51.4
1784867752.8,1.00,0.00,0.41,52.4
1784867753.8,1.00,0.00,0.45,53.4
1784867754.8,1.00,0.00,0.48,54.4
1784867755.8,1.00,0.00,0.51,55.4
1784867756.8,1.00,0.00,0.55,56.4
1784867757.8,1.00,0.00,0.58,57.4
1784867758.8,1.00,0.00,0.61,58.4
1784867759.8,1.00,0.00,0.65,59.4
1784867760.8,1.00,0.00,0.68,60.4
1784867761.8,1.00,0.00,0.71,61.4
1784867762.8,1.00,0.00,0.74,62.3
1784867763.8,1.00,0.00,0.75,62.5
1784867764.8,1.00,0.00,0.75,62.5
1784867765.8,1.00,0.00,0.75,62.5
1784867766.8,1.00,0.00,0.75,62.5
1784867767.8,1.00,0.00,0.72,61.5
1784867768.8,1.00,0.00,0.68,60.5
1784867769.8,1.00,0.00,0.65,59.5
1784867770.8,1.00,0.00,0.62,58.5
1784867771.8,1.00,0.00,0.58,57.5
1784867772.8,1.00,0.00,0.56,56.8
1784867773.8,1.00,0.00,0.56,56.8
1784867774.8,1.00,0.00,0.56,56.8
1784867775.8,1.00,0.00,0.56,56.8
1784867776.8,1.00,0.00,0.55,56.5
1784867777.8,1.00,0.00,0.55,56.5
1784867778.8,1.00,0.00,0.54,56.3
1784867779.8,1.00,0.00,0.51,55.3
1784867780.8,1.00,0.00,0.48,54.3
1784867781.8,1.00,0.00,0.44,53.3
1784867782.8,1.00,0.00,0.41,52.3
1784867783.8,1.00,0.00,0.38,51.3
1784867784.8,1.00,0.00,0.34,50.3
1784867785.8,1.00,0.00,0.31,49.3
1784867786.8,1.00,0.00,0.28,48.3
1784867787.8,1.00,0.00,0.24,47.3
1784867788.8,1.00,0.00,0.21,46.3
1784867789.8,1.00,0.00,0.18,45.3
1784867790.8,1.00,0.00,0.14,44.3
1784867791.8,1.00,0.00,0.11,43.3
1784867792.8,1.00,0.00,0.08,42.4
1784867793.8,1.00,0.00,0.07,42.2
1784867794.8,1.00,0.00,0.07,42.2
1784867795.8,1.00,0.00,0.07,42.2
1784867796.8,1.00,0.00,0.07,42.2
1784867797.8,1.00,0.00,0.07,42.2
1784867798.8,1.00,0.00,0.07,42.2
1784867799.8,1.00,0.00,0.07,42.2
1784867800.8,1.00,0.00,0.07,42.2
1784867801.8,1.00,0.00,0.07,42.2
1784867802.8,1.00,0.00,0.07,42.0
1784867803.8,1.00,0.00,0.07,42.0
1784867804.8,1.00,0.00,0.07,42.0
1784867805.8,1.00,0.00,0.07,42.0
1784867806.8,1.00,0.00,0.06,41.8
1784867807.8,1.00,0.00,0.03,40.8
1784867808.8,1.00,0.00,0.00,40.0
1784867809.8,1.00,0.00,0.00,40.0
1784867810.8,1.00,0.00,0.00,40.0
1784867811.8,1.00,0.00,0.00,40.0
1784867812.8,1.00,0.00,0.00,40.0
1784867813.8,1.00,0.00,0.00,40.0
1784867814.8,1.00,0.00,0.00,40.0
1784867815.8,1.00,0.00,0.00,40.0
1784867816.8,1.00,0.00,0.00,40.0
1784867817.8,1.00,0.00,0.00,40.0
1784867818.8,1.00,0.00,0.00,40.0
1784867819.8,1.00,0.00,0.00,40.0
1784867820.8,1.00,0.00,0.00,40.0
1784867821.8,1.00,0.00,0.00,40.0
1784867822.8,1.00,0.00,0.00,40.0
1784867823.8,1.00,0.00,0.00,40.0
1784867824.8,1.00,0.00,0.00,40.0
1784867825.8,1.00,0.00,0.01,40.3
1784867826.8,1.00,0.00,0.01,40.3
1784867827.8,1.00,0.00,0.01,40.3
1784867828.8,1.00,0.00,0.01,40.3
1784867829.8,1.00,0.00,0.05,41.4
1784867830.8,1.00,0.00,0.07,42.1
1784867831.8,1.00,0.00,0.07,42.1
1784867832.8,1.00,0.00,0.07,42.1
1784867833.8,1.00,0.00,0.07,42.1
1784867834.8,1.00,0.00,0.07,42.1
1784867835.8,1.00,0.00,0.07,42.1
1784867836.8,1.00,0.00,0.07,42.1
1784867837.8,1.00,0.00,0.07,42.1
1784867838.8,1.00,0.00,0.07,42.1
1784867839.8,1.00,0.00,0.07,42.1
1784867840.8,1.00,0.00,0.07,42.1
1784867841.8,1.00,0.00,0.07,42.1
1784867842.8,1.00,0.00,0.09,42.7
1784867843.8,1.00,0.00,0.09,42.7
1784867844.8,1.00,0.00,0.09,42.7
1784867845.8,1.00,0.00,0.11,43.4
